Experiment Accession,Experiment Title,Organism Name,Instrument,Submitter,Study Accession,Study Title,Sample Accession,Sample Title,"Total Size, Mb",Total RUNs,Total Spots,Total Bases,Library Name,Library Strategy,Library Source,Library Selection
SRX972855,Whole-genome sequencing of Arabidopsis thaliana: Sample 9579,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887255,,2227.26,1,16192865,3238573000,9579,WGS,GENOMIC,RANDOM
SRX972854,Whole-genome sequencing of Arabidopsis thaliana: Sample 9578,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887256,,2267.02,1,16552800,3310560000,9578,WGS,GENOMIC,RANDOM
SRX972853,Whole-genome sequencing of Arabidopsis thaliana: Sample 9577,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887258,,2597.75,1,19010764,3802152800,9577,WGS,GENOMIC,RANDOM
SRX972852,Whole-genome sequencing of Arabidopsis thaliana: Sample 9576,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887261,,2422.05,1,17632661,3526532200,9576,WGS,GENOMIC,RANDOM
SRX972851,Whole-genome sequencing of Arabidopsis thaliana: Sample 9574,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887260,,2453.44,1,17860624,3572124800,9574,WGS,GENOMIC,RANDOM
SRX972850,Whole-genome sequencing of Arabidopsis thaliana: Sample 9573,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887259,,2787.75,1,20297649,4059529800,9573,WGS,GENOMIC,RANDOM
SRX972849,Whole-genome sequencing of Arabidopsis thaliana: Sample 9571,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887262,,2778.02,1,20305094,4061018800,9571,WGS,GENOMIC,RANDOM
SRX972848,Whole-genome sequencing of Arabidopsis thaliana: Sample 9569,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887263,,2573.41,1,18781808,3756361600,9569,WGS,GENOMIC,RANDOM
SRX972847,Whole-genome sequencing of Arabidopsis thaliana: Sample 9568,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887265,,2237.1,1,16371793,3274358600,9568,WGS,GENOMIC,RANDOM
SRX972846,Whole-genome sequencing of Arabidopsis thaliana: Sample 9567,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887264,,2308.56,1,16917774,3383554800,9567,WGS,GENOMIC,RANDOM
SRX972845,Whole-genome sequencing of Arabidopsis thaliana: Sample 9565,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887266,,2186,1,15962545,3192509000,9565,WGS,GENOMIC,RANDOM
SRX972844,Whole-genome sequencing of Arabidopsis thaliana: Sample 9564,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887267,,2282.45,1,16720761,3344152200,9564,WGS,GENOMIC,RANDOM
SRX972843,Whole-genome sequencing of Arabidopsis thaliana: Sample 9562,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887268,,1931.41,1,14078140,2815628000,9562,WGS,GENOMIC,RANDOM
SRX972842,Whole-genome sequencing of Arabidopsis thaliana: Sample 9561,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887269,,2411.71,1,17582697,3516539400,9561,WGS,GENOMIC,RANDOM
SRX972841,Whole-genome sequencing of Arabidopsis thaliana: Sample 9560,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887270,,2245.6,1,16425740,3285148000,9560,WGS,GENOMIC,RANDOM
SRX972840,Whole-genome sequencing of Arabidopsis thaliana: Sample 9559,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887271,,2248,1,16414087,3282817400,9559,WGS,GENOMIC,RANDOM
SRX972839,Whole-genome sequencing of Arabidopsis thaliana: Sample 9558,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887273,,2685.94,1,19168147,3833629400,9558,WGS,GENOMIC,RANDOM
SRX972838,Whole-genome sequencing of Arabidopsis thaliana: Sample 9557,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887272,,2403.79,1,17178439,3435687800,9557,WGS,GENOMIC,RANDOM
SRX972837,Whole-genome sequencing of Arabidopsis thaliana: Sample 9556,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887274,,2709.08,1,19358064,3871612800,9556,WGS,GENOMIC,RANDOM
SRX972836,Whole-genome sequencing of Arabidopsis thaliana: Sample 9555,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887275,,2952.34,1,21079651,4215930200,9555,WGS,GENOMIC,RANDOM
SRX972835,Whole-genome sequencing of Arabidopsis thaliana: Sample 9554,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887278,,2983.98,1,21253332,4250666400,9554,WGS,GENOMIC,RANDOM
SRX972834,Whole-genome sequencing of Arabidopsis thaliana: Sample 9553,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887277,,2152.53,1,15389922,3077984400,9553,WGS,GENOMIC,RANDOM
SRX972833,Whole-genome sequencing of Arabidopsis thaliana: Sample 9552,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887276,,2443.32,1,17437407,3487481400,9552,WGS,GENOMIC,RANDOM
SRX972832,Whole-genome sequencing of Arabidopsis thaliana: Sample 9551,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887282,,2467.7,1,17664165,3532833000,9551,WGS,GENOMIC,RANDOM
SRX972831,Whole-genome sequencing of Arabidopsis thaliana: Sample 9550,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887279,,3094.81,1,22128872,4425774400,9550,WGS,GENOMIC,RANDOM
SRX972830,Whole-genome sequencing of Arabidopsis thaliana: Sample 9549,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887281,,3229.39,1,23143743,4628748600,9549,WGS,GENOMIC,RANDOM
SRX972829,Whole-genome sequencing of Arabidopsis thaliana: Sample 9548,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887280,,3469.59,1,25214662,4957770152,9548,WGS,GENOMIC,RANDOM
SRX972828,Whole-genome sequencing of Arabidopsis thaliana: Sample 9547,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887283,,2285.89,1,16326786,3265357200,9547,WGS,GENOMIC,RANDOM
SRX972827,Whole-genome sequencing of Arabidopsis thaliana: Sample 9546,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887284,,2395.17,1,17626512,3525302400,9546,WGS,GENOMIC,RANDOM
SRX972826,Whole-genome sequencing of Arabidopsis thaliana: Sample 9545,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887285,,2113.39,1,15650322,3130064400,9545,WGS,GENOMIC,RANDOM
SRX972825,Whole-genome sequencing of Arabidopsis thaliana: Sample 9544,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887286,,2523.72,1,18707314,3741462800,9544,WGS,GENOMIC,RANDOM
SRX972824,Whole-genome sequencing of Arabidopsis thaliana: Sample 9543,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887287,,2256.76,1,16621598,3324319600,9543,WGS,GENOMIC,RANDOM
SRX972823,Whole-genome sequencing of Arabidopsis thaliana: Sample 9542,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887288,,2607.39,1,19212940,3842588000,9542,WGS,GENOMIC,RANDOM
SRX972822,Whole-genome sequencing of Arabidopsis thaliana: Sample 9541,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887289,,2400.75,1,17719372,3543874400,9541,WGS,GENOMIC,RANDOM
SRX972821,Whole-genome sequencing of Arabidopsis thaliana: Sample 9540,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887290,,2297.91,1,17030801,3406160200,9540,WGS,GENOMIC,RANDOM
SRX972820,Whole-genome sequencing of Arabidopsis thaliana: Sample 9539,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887291,,1996.29,1,14746228,2949245600,9539,WGS,GENOMIC,RANDOM
SRX972819,Whole-genome sequencing of Arabidopsis thaliana: Sample 9537,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887294,,2350.28,1,17353755,3470751000,9537,WGS,GENOMIC,RANDOM
SRX972818,Whole-genome sequencing of Arabidopsis thaliana: Sample 9536,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887293,,2552.45,1,18895755,3779151000,9536,WGS,GENOMIC,RANDOM
SRX972817,Whole-genome sequencing of Arabidopsis thaliana: Sample 9535,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887292,,2512.77,1,18532262,3706452400,9535,WGS,GENOMIC,RANDOM
SRX972816,Whole-genome sequencing of Arabidopsis thaliana: Sample 9534,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887295,,3088.93,1,23001052,4600210400,9534,WGS,GENOMIC,RANDOM
SRX972815,Whole-genome sequencing of Arabidopsis thaliana: Sample 9533,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887296,,2384.73,1,17821766,3564353200,9533,WGS,GENOMIC,RANDOM
SRX972814,Whole-genome sequencing of Arabidopsis thaliana: Sample 9532,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887297,,2612.83,1,19441399,3888279800,9532,WGS,GENOMIC,RANDOM
SRX972813,Whole-genome sequencing of Arabidopsis thaliana: Sample 9531,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887298,,1837.82,1,13637399,2727479800,9531,WGS,GENOMIC,RANDOM
SRX972812,Whole-genome sequencing of Arabidopsis thaliana: Sample 9530,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887302,,2066.95,1,15352074,3070414800,9530,WGS,GENOMIC,RANDOM
SRX972811,Whole-genome sequencing of Arabidopsis thaliana: Sample 9529,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887299,,2526.22,1,18832457,3766491400,9529,WGS,GENOMIC,RANDOM
SRX972810,Whole-genome sequencing of Arabidopsis thaliana: Sample 9528,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887300,,1594.15,1,11841867,2368373400,9528,WGS,GENOMIC,RANDOM
SRX972809,Whole-genome sequencing of Arabidopsis thaliana: Sample 9527,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887301,,2686.79,1,19961004,3992200800,9527,WGS,GENOMIC,RANDOM
SRX972808,Whole-genome sequencing of Arabidopsis thaliana: Sample 9526,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887303,,2585.51,1,19159372,3831874400,9526,WGS,GENOMIC,RANDOM
SRX972807,Whole-genome sequencing of Arabidopsis thaliana: Sample 9525,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887304,,1995.98,1,14862647,2972529400,9525,WGS,GENOMIC,RANDOM
SRX972806,Whole-genome sequencing of Arabidopsis thaliana: Sample 9524,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887308,,2364.65,1,17580858,3516171600,9524,WGS,GENOMIC,RANDOM
SRX972805,Whole-genome sequencing of Arabidopsis thaliana: Sample 9523,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887306,,2661.55,1,19413853,3882770600,9523,WGS,GENOMIC,RANDOM
SRX972804,Whole-genome sequencing of Arabidopsis thaliana: Sample 9522,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887305,,2303.47,1,16783132,3356626400,9522,WGS,GENOMIC,RANDOM
SRX972803,Whole-genome sequencing of Arabidopsis thaliana: Sample 9521,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887307,,2443.46,1,17862824,3572564800,9521,WGS,GENOMIC,RANDOM
SRX972802,Whole-genome sequencing of Arabidopsis thaliana: Sample 9520,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887309,,2853.28,1,20784477,4156895400,9520,WGS,GENOMIC,RANDOM
SRX972801,Whole-genome sequencing of Arabidopsis thaliana: Sample 9519,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887311,,2302.62,1,16795335,3359067000,9519,WGS,GENOMIC,RANDOM
SRX972800,Whole-genome sequencing of Arabidopsis thaliana: Sample 9518,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887310,,2450.24,1,17853376,3570675200,9518,WGS,GENOMIC,RANDOM
SRX972799,Whole-genome sequencing of Arabidopsis thaliana: Sample 9517,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887312,,1723.31,1,12546617,2509323400,9517,WGS,GENOMIC,RANDOM
SRX972798,Whole-genome sequencing of Arabidopsis thaliana: Sample 9515,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887313,,2077.49,1,15160747,3032149400,9515,WGS,GENOMIC,RANDOM
SRX972797,Whole-genome sequencing of Arabidopsis thaliana: Sample 9514,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887314,,2797.61,1,20391029,4078205800,9514,WGS,GENOMIC,RANDOM
SRX972796,Whole-genome sequencing of Arabidopsis thaliana: Sample 9513,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887315,,2543.56,1,18579144,3715828800,9513,WGS,GENOMIC,RANDOM
SRX972795,Whole-genome sequencing of Arabidopsis thaliana: Sample 9512,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887316,,3047.59,1,21813001,4362600200,9512,WGS,GENOMIC,RANDOM
SRX972794,Whole-genome sequencing of Arabidopsis thaliana: Sample 9511,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887318,,2933.32,1,20990815,4198163000,9511,WGS,GENOMIC,RANDOM
SRX972793,Whole-genome sequencing of Arabidopsis thaliana: Sample 9510,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887317,,2442.7,1,17856314,3571262800,9510,WGS,GENOMIC,RANDOM
SRX972792,Whole-genome sequencing of Arabidopsis thaliana: Sample 9509,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887319,,2090.36,1,15223375,3044675000,9509,WGS,GENOMIC,RANDOM
